id_produto,nome_produto,id_categoria,nome_categoria,estoque_atual,media_12m_qtd,media_3m,cobertura_meses,cobertura_dias,cobertura_percentual_30d,criticidade,sugestao_1m,valor_estimado_compra_1m,sugestao_3m,valor_estimado_compra_3m,ultimo_preco_compra,ultima_qtd_comprada,ultimo_fornecedor,data_ultima_compra,penultimo_preco_compra,penultima_qtd_comprada,penultimo_fornecedor,data_penultima_compra,antepenultimo_preco_compra,antepenultima_qtd_comprada,antepenultimo_fornecedor,data_antepenultima_compra,data_ultima_movimentacao,transacoes_12m,quantidade_total_12m,valor_total_12m,prazo_reposicao_dias,critico,qtd_vendas_2024-07,qtd_vendas_2024-08,qtd_vendas_2024-09,qtd_vendas_2024-10,qtd_vendas_2024-11,qtd_vendas_2024-12,qtd_vendas_2025-01,qtd_vendas_2025-02,qtd_vendas_2025-03,qtd_vendas_2025-04,qtd_vendas_2025-05,qtd_vendas_2025-06,qtd_vendas_2025-07
34088357,LIGA ELASTICA  AMARELA N18 C/1200UND,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.42,0.0,0.0,0.0,0.0,CRÍTICO,1.0,30.32,2.0,60.64,30.32,6.0,MAXPEL,2024-06-24 10:58:04,30.32,8.0,MAXPEL,2024-02-05 19:07:58,,,,,2024-08-01 17:46:42,2,5,215.0,,False,4,1,0,0,0,0,0,0,0,0,0,0,0
34210745,LUVA GRIP VOLK AZUL TAM G,72.0,EPI - REUTILIZÁVEIS,0.0,1.25,0.0,0.0,0.0,0.0,CRÍTICO,2.0,23.4,4.0,46.8,11.7,3.0,PROTEM,2025-03-25 15:48:50,11.7,6.0,PROTEM,2025-01-08 19:39:45,11.0,6.0,PROTEM,2024-12-13 15:12:55,2025-03-25 15:48:50,3,15,241.35000000000002,,False,0,0,0,0,0,6,6,0,3,0,0,0,0
34233381,AGUA SANITARIA YPE 5L,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,0.92,0.0,0.0,0.0,0.0,CRÍTICO,1.0,15.9,3.0,47.7,15.9,1.0,QUEIROZ,2025-03-25 12:44:00,15.9,7.0,ATACADAO,2025-02-21 15:05:08,12.99,1.0,ATACADAO,2025-01-15 18:11:24,2025-03-25 12:44:00,5,11,204.0,,False,0,0,0,0,0,1,2,7,1,0,0,0,0
34247572,DISPENSER PORTA COPO INOX,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.08,0.33,0.0,0.0,0.0,CRÍTICO,1.0,64.0,1.0,64.0,64.0,1.0,,2025-04-11 14:20:41,,,,,,,,,2025-05-02 17:10:12,1,1,90.0,,False,0,0,0,0,0,0,0,0,0,0,1,0,0
34249227,PASTA PLAST C/FERRAGEM COMUM AZUL DAC,74.0,MATERIAL DE ESCRITÓRIO,0.0,5.17,0.0,0.0,0.0,0.0,CRÍTICO,6.0,10.8,16.0,28.8,1.8,12.0,MAXPEL,2025-03-26 14:46:34,1.9,50.0,MAXPEL,2024-08-29 18:07:33,,,,,2025-03-26 14:46:34,2,62,174.9,,False,0,50,0,0,0,0,0,0,12,0,0,0,0
34268069,DIFUSOR DE AROMAS SECAR BAMBOO FRESH 100ML,69.0,AROMATIZANTES E ODORIZADORES,0.0,2.08,0.0,0.0,0.0,0.0,CRÍTICO,3.0,30.27,7.0,70.63,10.09,24.0,ATACADAO,2024-05-16 23:47:29,10.75,7.0,,2024-02-09 15:23:43,,,,,2025-03-24 19:26:03,10,25,405.15999999999997,,False,9,9,1,0,2,3,0,0,1,0,0,0,0
34382367,QUADRO BRANCO 1200MMX900MM ALUMÍNIO,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,105.0,1.0,105.0,105.0,1.0,MAXPEL,2025-01-30 18:22:06,101.39,1.0,MAXPEL,2025-01-20 15:07:23,,,,,2025-01-30 18:22:06,2,2,294.0,,False,0,0,0,0,0,0,2,0,0,0,0,0,0
34399102,AGENDA FORONI 123X170 COMPACTA 2025,72.0,EPI - REUTILIZÁVEIS,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,18.38,1.0,18.38,18.38,2.0,J A F DE LIMA LTDA,2025-01-13 18:00:33,,,,,,,,,2025-01-13 18:00:33,1,2,52.0,,False,0,0,0,0,0,0,2,0,0,0,0,0,0
34521213,BALAO N9 LISO AZUL CLARO C/50 UND - PIC PIC,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,2.5,0.0,0.0,0.0,0.0,CRÍTICO,3.0,38.97,8.0,103.92,12.99,3.0,MAXPEL,2025-04-02 18:25:31,12.99,3.0,MAXPEL,2024-11-28 14:53:05,12.99,3.0,MAXPEL,2024-10-30 18:34:45,2025-04-02 18:25:31,10,30,521.86,,False,3,8,9,4,3,0,0,0,3,0,0,0,0
34521214,BALAO N9 LISO LARANJA C/50UND - PIC PIC,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,1.42,0.0,0.0,0.0,0.0,CRÍTICO,2.0,25.98,5.0,64.95,12.99,3.0,MAXPEL,2024-11-28 14:46:17,12.99,3.0,MAXPEL,2024-10-30 18:35:29,12.99,3.0,QUEIROZ,2024-10-01 09:22:44,2024-11-28 14:46:17,6,17,299.2,,False,3,3,5,3,3,0,0,0,0,0,0,0,0
34543624,LIMPADOR VEJA PERFUME JASMIM CARIBE 500ML,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,8.0,16.0,0.0,0.0,0.0,CRÍTICO,8.0,37.52,24.0,112.56,4.69,48.0,J L C COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS,2025-07-02 16:39:30,4.69,48.0,J L C COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS,2025-04-15 18:13:24,4.69,5.0,ATACADAO,2024-02-28 16:00:07,2025-07-02 16:39:30,2,96,648.0,,False,0,0,0,0,0,0,0,0,0,48,0,48,0
34679683,LUVA NITRILICA P/ PRODUTO QUIMICO 45CM TAM G CA. 44466,72.0,EPI - REUTILIZÁVEIS,0.0,0.25,0.0,0.0,0.0,0.0,CRÍTICO,1.0,42.75,1.0,42.75,42.75,1.0,STRUTURAL,2024-09-16 15:54:02,42.75,2.0,PROTEM,2024-07-18 15:13:49,52.0,1.0,PROTEM,2024-06-14 14:58:36,2025-02-18 16:01:39,3,3,218.70000000000002,,False,1,1,1,0,0,0,0,0,0,0,0,0,0
34680193,ENVELOPE PLASTICO GROSSO A4 S/FUROS REF 015 DAC/ACP,74.0,MATERIAL DE ESCRITÓRIO,0.0,4.58,16.67,0.0,0.0,0.0,CRÍTICO,5.0,3.25,14.0,9.1,0.65,50.0,MAXPEL,2025-05-30 17:20:39,11.99,5.0,QUEIROZ,2024-07-11 15:35:31,11.99,1.0,J A F DE LIMA LTDA,2024-02-28 15:22:19,2025-05-30 17:20:39,4,55,134.68,,False,3,2,0,0,0,0,0,0,0,0,50,0,0
34807767,DESODORISADOR DE AMBIENTE SECAR BAMBOO 360ML AEROSSOL,69.0,AROMATIZANTES E ODORIZADORES,1.0,11.33,12.0,0.09,2.65,8.82,CRÍTICO,11.0,93.17,33.0,279.51,7.99,13.0,ATACADAO,2025-05-02 12:57:41,8.99,24.0,ATACADAO,2025-04-29 18:20:19,8.79,4.0,,2025-04-03 08:39:05,2025-06-13 17:36:30,18,136,1474.3500000000001,,False,0,0,34,1,1,12,0,13,28,11,30,6,0
34828779,COLA QUENTE EM BASTAO FINA CRISTAL 500G,74.0,MATERIAL DE ESCRITÓRIO,0.0,1.75,0.0,0.0,0.0,0.0,CRÍTICO,2.0,56.0,6.0,168.0,0.5,20.0,MAXPEL,2025-01-30 14:49:27,0.5,1.0,MAXPEL,2024-11-12 15:43:14,,,,,2025-01-30 14:49:27,2,21,14.7,,False,0,0,0,0,1,0,20,0,0,0,0,0,0
34830084,PA DE LIXO DE METAL COM CABO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.25,0.33,0.0,0.0,0.0,CRÍTICO,1.0,11.42,1.0,11.42,11.42,1.0,NALIN,2025-05-21 15:19:32,11.42,2.0,,2024-08-23 15:19:15,,,,,2025-05-21 15:19:32,2,3,49.050000000000004,,False,0,2,0,0,0,0,0,0,0,0,1,0,0
34863205,TENIS STEELFL IATE IMP SOL BORR PRETO N36 CA. 38590,72.0,EPI - REUTILIZÁVEIS,0.0,0.42,0.33,0.0,0.0,0.0,CRÍTICO,1.0,82.0,2.0,164.0,82.0,1.0,PROTEM,2025-05-06 14:25:36,82.0,1.0,PROTEM,2025-04-09 11:01:06,82.0,1.0,PROTEM,2025-02-09 22:24:06,2025-05-06 14:25:36,5,5,575.4,,False,1,0,0,0,0,0,2,0,0,1,1,0,0
34863209,TENIS STEELFL IATE IMP SOL BORR BRANCO N37 CA. 38590,72.0,EPI - REUTILIZÁVEIS,0.0,0.33,0.67,0.0,0.0,0.0,CRÍTICO,1.0,82.0,1.0,82.0,82.0,1.0,PROTEM,2025-05-16 14:37:09,82.0,1.0,PROTEM,2025-05-06 14:24:25,82.0,1.0,PROTEM,2025-04-09 11:01:42,2025-05-16 14:37:09,4,4,454.4,,False,0,0,0,0,1,0,0,0,0,1,2,0,0
33910761,REABASTECEDOR P/PINCEL ATOMICO 37ML PILOT PRETO,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.17,0.33,0.0,0.0,0.0,CRÍTICO,1.0,8.5,1.0,8.5,8.5,1.0,MAXPEL,2025-05-30 17:09:57,8.5,1.0,MAXPEL,2024-01-24 18:54:00,8.5,1.0,MAXPEL,2024-01-24 18:52:15,2025-05-30 17:09:57,2,2,23.8,,False,0,0,0,1,0,0,0,0,0,0,1,0,0
33907624,LUVA ANTI-CORTE NEO CUT N5 PU LALAN TAM G CA.46044,72.0,EPI - REUTILIZÁVEIS,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,18.0,1.0,18.0,18.0,2.0,PROTEM,2024-09-26 14:38:14,18.0,5.0,PROTEM,2024-03-28 13:11:18,18.0,4.0,PROTEM,2024-02-23 15:04:46,2024-09-26 14:38:14,1,2,54.0,,False,0,0,2,0,0,0,0,0,0,0,0,0,0
33813531,ESTILETE GRANDE REFORÇADO C/GUIA MET REF 16530 MOLIN,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.5,0.0,0.0,0.0,0.0,CRÍTICO,1.0,14.8,2.0,29.6,14.8,6.0,MAXPEL,2024-11-06 16:49:37,,,,,,,,,2024-11-06 16:49:37,1,6,130.5,,False,0,0,0,0,6,0,0,0,0,0,0,0,0
33811476,ESTILETE PROFISSIONAL 18MM - BRW,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.42,1.67,0.0,0.0,0.0,CRÍTICO,1.0,13.99,2.0,27.98,13.99,5.0,QUEIROZ,2025-05-29 15:51:00,,,,,,,,,2025-05-29 15:51:00,1,5,98.0,,False,0,0,0,0,0,0,0,0,0,0,5,0,0
32539989,SABAO EM BARRA NEUTRO YPE 900G,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,2.92,5.0,0.0,0.0,0.0,CRÍTICO,3.0,35.7,9.0,107.1,11.9,5.0,,2025-06-27 11:04:29,10.0,30.0,ATACADAO,2024-11-13 18:45:40,13.99,10.0,ATACADAO,2023-12-20 15:25:02,2025-06-27 11:04:29,14,35,660.35,,False,0,0,0,0,0,2,2,8,2,6,0,15,0
32765817,VALE COM CANHOTO C/50 FOLHAS,74.0,MATERIAL DE ESCRITÓRIO,0.0,2.0,0.0,0.0,0.0,0.0,CRÍTICO,2.0,2.6,6.0,7.8,1.3,4.0,MAXPEL,2024-09-01 23:08:35,1.2,20.0,MAXPEL,2024-07-09 15:31:22,1.2,10.0,MAXPEL,2024-01-09 14:42:40,2024-09-01 23:08:35,2,24,44.2,,False,20,4,0,0,0,0,0,0,0,0,0,0,0
32837019,CLIPS 3/0 C/50 UNDS NIQUELADO CHAPARRAU,74.0,MATERIAL DE ESCRITÓRIO,0.0,8.17,0.0,0.0,0.0,0.0,CRÍTICO,9.0,29.97,25.0,83.25,3.33,20.0,NALIN,2024-11-04 08:56:42,3.33,50.0,J A F DE LIMA LTDA,2024-08-04 21:01:21,3.2,25.0,NALIN,2024-07-06 11:07:24,2025-03-25 12:17:28,21,98,485.1,,False,27,19,4,10,2,0,20,11,5,0,0,0,0
32837036,CLIPS 4/0 C/50 UNDS NIQUELADO CHAPARRAU,74.0,MATERIAL DE ESCRITÓRIO,-1.0,18.0,5.33,0.0,0.0,0.0,CRÍTICO,19.0,53.2,55.0,154.0,2.8,30.0,ATAC. TROPICAL,2025-02-28 16:25:02,3.33,6.0,J A F DE LIMA LTDA,2025-02-12 18:41:05,3.33,20.0,J A F DE LIMA LTDA,2025-01-06 15:49:38,2025-06-30 18:29:05,56,216,1071.45,,False,44,22,19,23,39,5,24,11,5,8,4,12,0
32837975,CLIPS 8/0 C/25 UND NIQUELADO CHAPARRAU,74.0,MATERIAL DE ESCRITÓRIO,0.0,2.5,0.0,0.0,0.0,0.0,CRÍTICO,3.0,13.14,8.0,35.04,4.37,20.0,J A F DE LIMA LTDA,2024-08-04 21:03:20,4.4,20.0,J A F DE LIMA LTDA,2024-07-01 13:01:08,4.4,6.0,MAXPEL,2024-05-23 18:05:27,2025-02-28 17:06:47,11,30,195.0,,False,4,9,2,7,0,2,2,4,0,0,0,0,0
33179788,DETERGENTE BRINORT MACA 500ML,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,17.0,70.83,78.0,0.24,7.2,24.0,CRÍTICO,54.0,91.26,196.0,331.24,1.69,72.0,ATACADAO,2025-06-30 19:00:30,1.5,24.0,ATACADAO,2025-06-25 18:23:23,1.5,24.0,ATACADAO,2025-06-16 18:28:16,2025-06-30 19:00:30,32,850,1827.5,,False,56,64,51,9,60,5,124,76,85,86,104,130,0
33182171,BATERIA DE LITHIUM 3 VOLTS REF CR 2032 MAXPRINT,71.0,DIVERSOS/FERRAGENS/UTILIDADES,0.0,7.25,3.33,0.0,0.0,0.0,CRÍTICO,8.0,17.6,22.0,48.4,2.2,10.0,ATAC. TROPICAL,2025-06-13 16:27:00,2.2,4.0,MAXPEL,2025-04-01 18:53:48,2.2,6.0,MAXPEL,2025-02-20 13:05:01,2025-06-13 16:27:00,7,87,304.0,,False,0,3,14,0,0,0,0,56,0,4,0,10,0
33187666,BALAO LISO NR 9 LILAS C/50 PIC PIC,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,1.33,0.0,0.0,0.0,0.0,CRÍTICO,2.0,23.98,4.0,47.96,11.99,3.0,MAXPEL,2025-04-02 18:25:02,11.99,3.0,MAXPEL,2025-03-03 09:51:10,11.99,5.0,MAXPEL,2024-09-30 14:26:28,2025-04-02 18:25:02,4,16,278.15999999999997,,False,0,5,5,0,0,0,0,3,3,0,0,0,0
33187669,BALAO LISO NR 9 AMARELO C/50 PIC PIC,70.0,DESCARTÁVEIS E EMBALAGENS,-3.0,2.67,2.0,0.0,0.0,0.0,CRÍTICO,6.0,71.94,11.0,131.89,11.99,3.0,MAXPEL,2025-05-29 12:20:29,11.99,3.0,MAXPEL,2025-04-02 18:24:49,11.99,3.0,MAXPEL,2025-01-31 17:52:30,2025-07-02 16:22:20,11,32,577.36,,False,3,3,3,5,3,3,3,0,3,0,3,0,3
33278616,ESPANADOR LIMPA TETO S/CABO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,1.92,2.0,0.0,0.0,0.0,CRÍTICO,2.0,9.2,6.0,27.6,4.6,4.0,,2025-07-01 12:43:04,4.6,2.0,,2025-05-05 11:46:29,4.6,10.0,,2025-01-15 15:09:45,2025-07-01 12:43:04,5,23,159.85,,False,0,0,0,5,2,0,10,0,0,0,2,4,0
33301106,LIXEIRA C/TAMPA BASCULANTE  50LT AZUL,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,78.79,1.0,78.79,78.79,3.0,NALIN,2024-11-01 14:45:20,78.79,1.0,J A F DE LIMA LTDA,2024-10-04 14:36:23,,,,,2024-11-01 14:45:20,2,4,446.0,,False,0,0,0,4,0,0,0,0,0,0,0,0,0
33301118,LIXEIRA C/TAMPA BASCULANTE  50LT VERDE,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.25,0.0,0.0,0.0,0.0,CRÍTICO,1.0,78.79,1.0,78.79,78.79,3.0,NALIN,2024-11-01 14:46:21,,,,,,,,,2024-11-01 14:46:21,1,3,336.0,,False,0,0,0,3,0,0,0,0,0,0,0,0,0
33301249,BALDE 30LTS C/ALCA,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,1.17,0.67,0.0,0.0,0.0,CRÍTICO,2.0,50.5,4.0,101.0,25.25,4.0,NALIN,2025-03-03 17:51:24,25.25,4.0,NALIN,2024-12-01 18:11:47,25.25,6.0,NALIN,2024-07-16 15:48:07,2025-06-11 14:58:14,5,14,503.0,,False,3,0,0,0,5,0,2,2,0,0,0,2,0
34870621,PORTA CANETA METAL TELADO ARAMADO ROSE GOLD VMP,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,15.0,1.0,15.0,15.0,1.0,MAXPEL,2025-01-27 18:17:05,12.69,3.0,QUEIROZ,2024-03-07 17:53:25,,,,,2025-01-27 18:17:05,1,1,21.0,,False,0,0,0,0,0,0,1,0,0,0,0,0,0
33301252,CESTO DE LIXO C/ TAMPA 30L PRETO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,23.5,1.0,23.5,23.5,4.0,NALIN,2024-07-16 15:49:34,,,,,,,,,2024-07-16 15:49:34,1,4,142.0,,False,4,0,0,0,0,0,0,0,0,0,0,0,0
33301557,LIXEIRA 50 LTS C / TAMPA BASCULANTE AMARELO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,65.0,1.0,65.0,79.0,4.0,,2024-07-18 11:32:12,79.0,4.0,,2024-06-13 16:46:23,,,,,2024-07-18 11:32:12,1,4,448.0,,False,4,0,0,0,0,0,0,0,0,0,0,0,0
33301559,LIXEIRA 50 LTS C / TAMPA BASCULANTE AZUL,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.58,0.0,0.0,0.0,0.0,CRÍTICO,1.0,80.0,2.0,160.0,80.0,3.0,NALIN,2024-09-06 16:23:56,79.0,4.0,NALIN,2024-07-18 15:14:58,79.0,4.0,,2024-06-13 16:47:25,2024-09-06 16:23:56,2,7,784.0,,False,4,0,3,0,0,0,0,0,0,0,0,0,0
33301566,LIXEIRA 50 LTS C/ TAMPA BASCULANTE VERDE,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,65.0,1.0,65.0,79.0,4.0,,2024-07-18 11:33:11,79.0,4.0,,2024-06-13 16:50:24,,,,,2024-07-18 11:33:11,1,4,448.0,,False,4,0,0,0,0,0,0,0,0,0,0,0,0
33301578,LIXEIRA C / TAMPA BASCULANTE 50LT MARROM,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.42,0.0,0.0,0.0,0.0,CRÍTICO,1.0,80.0,2.0,160.0,80.0,3.0,NALIN,2024-11-01 14:45:52,79.0,2.0,,2024-07-18 11:35:22,79.0,4.0,,2024-06-13 16:48:02,2024-11-01 14:45:52,2,5,560.0,,False,2,0,0,3,0,0,0,0,0,0,0,0,0
33344881,BOTA SETE LEG BRACOL C/ LONGO PRETA S/F N-42 CA. 38201,72.0,EPI - REUTILIZÁVEIS,0.0,0.08,0.33,0.0,0.0,0.0,CRÍTICO,1.0,75.0,1.0,75.0,75.0,1.0,PROTEM,2025-06-30 16:24:25,75.0,2.0,PROTEM,2024-01-08 13:22:49,,,,,2025-06-30 16:24:25,1,1,105.0,,False,0,0,0,0,0,0,0,0,0,0,0,1,0
33402415,OCULOS DE PROTECAO SUMMER INCOLOR CA 19176 DELTAPLUS,72.0,EPI - REUTILIZÁVEIS,5.0,19.42,1.67,0.26,7.73,25.75,CRÍTICO,15.0,48.6,54.0,174.96,3.24,25.0,STRUTURAL,2025-03-10 16:20:15,2.96,96.0,CDC,2024-10-08 14:45:17,2.96,38.0,,2024-08-29 18:38:44,2025-06-18 15:40:55,16,233,972.7,,False,36,52,32,26,25,0,20,17,20,0,0,5,0
33434321,PASTA ABA C/ ELASTICO OFICIO SEM LOMBO TRANSP - BASIC,74.0,MATERIAL DE ESCRITÓRIO,11.0,69.83,2.67,0.16,4.73,15.75,CRÍTICO,59.0,112.69,199.0,380.09,1.91,24.0,,2025-04-29 14:36:45,1.69,25.0,,2025-01-22 10:27:49,2.49,800.0,,2024-10-16 13:31:28,2025-05-20 15:12:53,9,838,2933.0,,False,0,0,0,800,0,0,11,0,4,15,8,0,0
33435755,PASTA CATALOGO COM 50 ENVELOPES MEDIO PRETA DAC,74.0,MATERIAL DE ESCRITÓRIO,0.0,1.17,1.0,0.0,0.0,0.0,CRÍTICO,2.0,47.98,4.0,95.96,23.99,3.0,MAXPEL,2025-06-25 18:26:04,23.99,3.0,,2025-02-20 09:25:21,23.99,4.0,,2025-01-16 12:37:02,2025-06-25 18:26:04,4,14,513.0,,False,4,0,0,0,0,0,4,3,0,0,0,3,0
33571057,INSETICIDA RAID AEROSSOL MULTI 360ML,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,13.42,0.0,0.0,0.0,0.0,CRÍTICO,14.0,168.0,41.0,492.0,12.0,25.0,,2024-12-06 16:31:56,6.0,6.0,ATACADAO,2024-12-04 15:54:23,6.0,120.0,ATACADAO,2024-09-08 20:19:29,2024-12-06 16:31:56,19,161,1599.1,,False,0,0,0,17,37,107,0,0,0,0,0,0,0
33699220,TINTA P/IMP EPSON 127ML REF 504 PRETA L4160 MAXPRINTT,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,18.0,1.0,18.0,18.0,1.0,MAXPEL,2024-08-06 15:11:39,18.0,1.0,MAXPEL,2024-01-18 14:58:51,,,,,2024-08-06 15:11:39,1,1,25.2,,False,1,0,0,0,0,0,0,0,0,0,0,0,0
